method,seed,K,stage,task,task_idx,bal_acc,acc,jaccard,action_kl,sel_utility,eps_optimal_mass,normalized_regret,random_ref,n_test,wall_s,requested,torch_version,cuda_available,mps_available,mps_fallback,resolved_device,run_tag,git_commit,hostname,command,dataset,order
ours,4,2,1,T1_renal,1,0.6667,0.6667,1.0,0.0,-0.8416,0.6638,0.1212,0.7,6,2.1,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
ours,4,2,2,T1_renal,1,0.8333,0.8333,0.1667,0.0097,-0.034,0.667,0.1197,0.7,6,4.7,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
ours,4,2,2,T2_breast,2,0.8333,0.8333,1.0,-0.0,0.1533,0.5293,0.1513,0.8,6,4.7,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
ours,4,4,1,T1_renal,1,0.8333,0.8333,1.0,0.0,-0.0401,0.5033,0.138,0.7,6,3.1,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
ours,4,4,2,T1_renal,1,0.8333,0.8333,0.127,0.0062,-0.3608,0.4967,0.143,0.7,6,10.6,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
ours,4,4,2,T2_breast,2,0.6667,0.6667,1.0,-0.0,0.0459,0.4167,0.1753,0.8667,6,10.7,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
joint,4,1,1,T1_renal,1,0.6667,0.6667,1.0,0.0,-1.0558,0.5853,0.1498,0.8,6,1.0,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
joint,4,1,2,T1_renal,1,0.6667,0.6667,0.3333,0.0599,-1.0337,0.5721,0.1639,0.8,6,2.4,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
joint,4,1,2,T2_breast,2,1.0,1.0,1.0,-0.0,0.5597,0.5917,0.1365,0.7667,6,2.5,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
joint,4,2,1,T1_renal,1,0.6667,0.6667,1.0,0.0,-0.8416,0.6638,0.1212,0.7,6,1.6,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
joint,4,2,2,T1_renal,1,0.8333,0.8333,0.2222,0.0208,0.2452,0.6632,0.1207,0.7,6,4.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
joint,4,2,2,T2_breast,2,1.0,1.0,1.0,-0.0,0.32,0.5303,0.1525,0.8,6,4.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
joint,4,4,1,T1_renal,1,0.8333,0.8333,1.0,0.0,-0.0401,0.5033,0.138,0.7,6,3.5,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
joint,4,4,2,T1_renal,1,1.0,1.0,0.0714,0.0135,0.1621,0.5,0.1404,0.7,6,11.0,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
joint,4,4,2,T2_breast,2,0.6667,0.6667,1.0,-0.0,0.0367,0.4135,0.1779,0.8667,6,11.0,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s4,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 4 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s4 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_4 --resume,pilot40,main
