method,seed,K,stage,task,task_idx,bal_acc,acc,jaccard,action_kl,sel_utility,eps_optimal_mass,normalized_regret,random_ref,n_test,wall_s,requested,torch_version,cuda_available,mps_available,mps_fallback,resolved_device,run_tag,git_commit,hostname,command,dataset,order
ours,0,2,1,T1_renal,1,0.6667,0.6667,1.0,0.0,-0.3682,0.4691,0.2126,0.6,6,1.9,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
ours,0,2,2,T1_renal,1,0.6667,0.6667,0.1667,0.0138,-0.3908,0.4673,0.2119,0.6,6,5.8,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
ours,0,2,2,T2_breast,2,1.0,1.0,1.0,0.0,0.3388,0.6015,0.122,0.7667,6,5.8,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
ours,0,4,1,T1_renal,1,0.8333,0.8333,1.0,0.0,-0.1322,0.3018,0.2372,0.6667,6,3.7,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
ours,0,4,2,T1_renal,1,0.8333,0.8333,0.2381,0.0075,-0.1451,0.3031,0.2368,0.6667,6,11.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
ours,0,4,2,T2_breast,2,0.6667,0.6667,1.0,0.0,0.0992,0.4518,0.1693,0.9333,6,11.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
joint,0,1,1,T1_renal,1,0.8333,0.8333,1.0,0.0,-0.4355,0.4737,0.2249,0.4667,6,1.2,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
joint,0,1,2,T1_renal,1,0.8333,0.8333,0.3333,0.0694,-0.4129,0.4297,0.2362,0.4667,6,3.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
joint,0,1,2,T2_breast,2,1.0,1.0,1.0,-0.0,0.6085,0.5851,0.1186,0.8333,6,3.3,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
joint,0,2,1,T1_renal,1,0.6667,0.6667,1.0,0.0,-0.3682,0.4691,0.2126,0.6,6,1.9,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
joint,0,2,2,T1_renal,1,0.8333,0.8333,0.1667,0.0549,-0.4161,0.4583,0.2137,0.6,6,5.0,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
joint,0,2,2,T2_breast,2,0.8333,0.8333,1.0,0.0,0.0278,0.5933,0.1247,0.7667,6,5.0,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
joint,0,4,1,T1_renal,1,0.8333,0.8333,1.0,0.0,-0.1322,0.3018,0.2372,0.6667,6,3.7,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
joint,0,4,2,T1_renal,1,0.8333,0.8333,0.0794,0.0094,-0.1496,0.3024,0.2365,0.6667,6,11.6,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
joint,0,4,2,T2_breast,2,0.6667,0.6667,1.0,0.0,-0.0624,0.4463,0.1712,0.9333,6,11.6,auto,2.4.1+cu124,True,False,1,cuda,v2_pilot40_main_cuda_20260815T122732Z_main_s0,09a3ac4551c0efe1421f6eab51caeb2def2c7eed,1f523c46ed83,scripts/cl_main.py --dataset pilot40 --order main --seeds 0 --tag v2_pilot40_main_cuda_20260815T122732Z_main_s0 --device auto --output-dir /workspace/mllm_hwsi_ah/runs/v2/v2_pilot40_main_cuda_20260815T122732Z/results/main/seed_0 --resume,pilot40,main
